plz,stadtteil,preis,groesse,zimmer,a_name,link
13156,Pankow,724000,90.47,3.0,provisionsfrei-modernes-penthouse-mit-zwei-dachterrassen-und-blick-ins-gruene,https://www.ebay-kleinanzeigen.de/s-anzeige/provisionsfrei-modernes-penthouse-mit-zwei-dachterrassen-und-blick-ins-gruene/2102267445-196-3469
10967,Neukölln,860000,100.0,3.0,immoberlin-de-top-sanierte-altbauwohnung-mit-westbalkon-im-kreuzberger-graefekiez,https://www.ebay-kleinanzeigen.de/s-anzeige/immoberlin-de-top-sanierte-altbauwohnung-mit-westbalkon-im-kreuzberger-graefekiez/2128813913-196-3399
10559,Mitte,575792,108.64,3.5,vermietete-4-zimmer-wohnung-im-schoenen-moabit,https://www.ebay-kleinanzeigen.de/s-anzeige/vermietete-4-zimmer-wohnung-im-schoenen-moabit/2128627922-196-9673
10243,Friedrichshain,1100000,63.54,2.0,im-21-og-64-qm-core-shell-mit-einem-ausblick-den-nichts-toppt,https://www.ebay-kleinanzeigen.de/s-anzeige/im-21-og-64-qm-core-shell-mit-einem-ausblick-den-nichts-toppt/2102397783-196-3354
10715,Wilmersdorf,252000,57.76,2.0,-altbauwohnung-smart-2-zimmer-balkon-vermietet,https://www.ebay-kleinanzeigen.de/s-anzeige/-altbauwohnung-smart-2-zimmer-balkon-vermietet/2128909632-196-3537
10587,Charlottenburg,297090,68.14,3.0,mit-sued-balkon-3-zimmer-kapitalanlage-in-repraesentativem-gruenderzeitbau,https://www.ebay-kleinanzeigen.de/s-anzeige/mit-sued-balkon-3-zimmer-kapitalanlage-in-repraesentativem-gruenderzeitbau/1872094215-196-3346
13591,Spandau,345000,73.0,3.0,immoberlin-de-lichtdurchflutete-wohnung-mit-suedterrasse-pkw-stellplatz-in-familiaerer-lage,https://www.ebay-kleinanzeigen.de/s-anzeige/immoberlin-de-lichtdurchflutete-wohnung-mit-suedterrasse-pkw-stellplatz-in-familiaerer-lage/2153637913-196-3434
10587,Charlottenburg,291830,67.71,2.5,vermietetes-altbau-investment-mit-2-5-zimmern-und-sonnigem-sued-balkon,https://www.ebay-kleinanzeigen.de/s-anzeige/vermietetes-altbau-investment-mit-2-5-zimmern-und-sonnigem-sued-balkon/1872034765-196-3346
10178,Mitte,700000,68.0,2.0,wohnung-zu-tauschen-2-zimmer-gegen-3-wohnungstausch,https://www.ebay-kleinanzeigen.de/s-anzeige/wohnung-zu-tauschen-2-zimmer-gegen-3-wohnungstausch/2153542620-196-3522
14052,Charlottenburg,320000,78.0,3.0,immoberlin-de-helle-vermietete-wohnung-nahe-olympiastadion-topinvestment-in-westend,https://www.ebay-kleinanzeigen.de/s-anzeige/immoberlin-de-helle-vermietete-wohnung-nahe-olympiastadion-topinvestment-in-westend/2102382011-196-3339
12207,Lichterfelde,449000,60.41,2.0,effizient-chic-2-zimmer-wohnung-mit-balkon-parkett-und-tageslicht-bad,https://www.ebay-kleinanzeigen.de/s-anzeige/effizient-chic-2-zimmer-wohnung-mit-balkon-parkett-und-tageslicht-bad/2017983151-196-25900
12159,Friedenau,499000,112.75,4.0,provisionsfreie-altbauwohnung-mit-terrasse-in-friedenau,https://www.ebay-kleinanzeigen.de/s-anzeige/provisionsfreie-altbauwohnung-mit-terrasse-in-friedenau/2128909395-196-17085
13158,Rosenthal,425000,72.0,3.0,helle-drei-zimmer-gartenwohnung-in-ruhiger-lage,https://www.ebay-kleinanzeigen.de/s-anzeige/helle-drei-zimmer-gartenwohnung-in-ruhiger-lage/2128735182-196-26779
13088,Weissensee,539000,74.0,2.0,neubau-dachgeschosswohnung-provisionsfrei-zu-verkaufen,https://www.ebay-kleinanzeigen.de/s-anzeige/neubau-dachgeschosswohnung-provisionsfrei-zu-verkaufen/2128897474-196-3477
13409,Reinickendorf,350000,79.77,3.0,helle-3-zimmer-altbau-wohnung-mit-balkon-im-hausotterkiez,https://www.ebay-kleinanzeigen.de/s-anzeige/helle-3-zimmer-altbau-wohnung-mit-balkon-im-hausotterkiez/2128699783-196-9652
10707,Wilmersdorf,327500,74.6,3.0,cleveres-investment-3-zimmer-mit-balkon-in-top-lage-,https://www.ebay-kleinanzeigen.de/s-anzeige/cleveres-investment-3-zimmer-mit-balkon-in-top-lage-/2128909550-196-3534
10247,Friedrichshain,239900,51.12,1.5,anlegen-im-trendbezirk-1-5-zimmer-apartment-in-attraktiver-lage-in-berlin,https://www.ebay-kleinanzeigen.de/s-anzeige/anlegen-im-trendbezirk-1-5-zimmer-apartment-in-attraktiver-lage-in-berlin/1929791228-196-3353
12207,Lichterfelde,649000,125.3,3.5,kaufpreisreduzierung-bezugsfreie-3-5-zimmer-wohnung-zzgl-tg-stellplatz,https://www.ebay-kleinanzeigen.de/s-anzeige/kaufpreisreduzierung-bezugsfreie-3-5-zimmer-wohnung-zzgl-tg-stellplatz/2102403914-196-25900
12489,Treptow,270000,74.0,3.0,vermietete-3-zimmer-wohnung-in-adlershof-als-kapitalanlage,https://www.ebay-kleinanzeigen.de/s-anzeige/vermietete-3-zimmer-wohnung-in-adlershof-als-kapitalanlage/2046752344-196-9657
12619,Hellersdorf,269000,49.32,1.0,lichtdurchflutetes-flexi-loft-mit-logenplatz-zum-garten,https://www.ebay-kleinanzeigen.de/s-anzeige/lichtdurchflutetes-flexi-loft-mit-logenplatz-zum-garten/2017995421-196-3511
10245,Friedrichshain,349000,76.98,3.0,rented-3-room-apartment-near-oberbaumbruecke,https://www.ebay-kleinanzeigen.de/s-anzeige/rented-3-room-apartment-near-oberbaumbruecke/2102547031-196-3352
14197,Wilmersdorf,359730,119.91,4.0,provisionsfrei-dachgeschossrohling-in-kiezlage,https://www.ebay-kleinanzeigen.de/s-anzeige/provisionsfrei-dachgeschossrohling-in-kiezlage/2127977435-196-3542
13351,Wedding,280000,64.41,2.0,-deine-neue-kapitalanlage-2-zimmer-altbauwohnung-balkon-parknaehe,https://www.ebay-kleinanzeigen.de/s-anzeige/-deine-neue-kapitalanlage-2-zimmer-altbauwohnung-balkon-parknaehe/2017352349-196-9665
10717,Wilmersdorf,679000,121.18,4.0,vermietete-stuckaltbauwohnung-mit-balkon,https://www.ebay-kleinanzeigen.de/s-anzeige/vermietete-stuckaltbauwohnung-mit-balkon/1409303245-196-3539
10559,Mitte,522995,95.09,3.0,grosse-3-zimmer-kapitalanlage-mit-balkon,https://www.ebay-kleinanzeigen.de/s-anzeige/grosse-3-zimmer-kapitalanlage-mit-balkon/2128479364-196-9673
10407,Prenzlauer,465000,58.49,2.0,bezugsfreie-zweizimmerwohung-unweit-des-volksparks-friedrichshain,https://www.ebay-kleinanzeigen.de/s-anzeige/bezugsfreie-zweizimmerwohung-unweit-des-volksparks-friedrichshain/2128194923-196-3493
10247,Friedrichshain,375000,71.0,3.0,immoberlin-de-vermietete-wohnung-mit-suedbalkon-in-sehr-gefragter-lage,https://www.ebay-kleinanzeigen.de/s-anzeige/immoberlin-de-vermietete-wohnung-mit-suedbalkon-in-sehr-gefragter-lage/2045886372-196-3353
10551,Mitte,485000,102.36,3.0,vermietete-helle-3-zimmer-wohnung-im-lebendigen-moabit,https://www.ebay-kleinanzeigen.de/s-anzeige/vermietete-helle-3-zimmer-wohnung-im-lebendigen-moabit/2045793799-196-9669
10589,Charlottenburg,282000,67.0,4.0,zu-fuss-zum-schloss-charlottenburg-geraeumige-eigentumswohnung-mit-stellplatz-vermietet,https://www.ebay-kleinanzeigen.de/s-anzeige/zu-fuss-zum-schloss-charlottenburg-geraeumige-eigentumswohnung-mit-stellplatz-vermietet/2101627784-196-3345
13187,Pankow,480000,83.52,3.0,gut-vermietete-3-zimmer-wohnung-im-dachgeschoss-fuer-kapitalanleger-in-berlin-pankow-,https://www.ebay-kleinanzeigen.de/s-anzeige/gut-vermietete-3-zimmer-wohnung-im-dachgeschoss-fuer-kapitalanleger-in-berlin-pankow-/2127892684-196-3473
13089,Heinersdorf,435000,48.24,2.0,sonnenanbeter-aufgepasst-2-zimmer-wohnung-mit-sonnigem-west-balkon-und-terrasse,https://www.ebay-kleinanzeigen.de/s-anzeige/sonnenanbeter-aufgepasst-2-zimmer-wohnung-mit-sonnigem-west-balkon-und-terrasse/2017353814-196-26767
13349,Wedding,330000,71.0,2.5,eigentumswohnung-2-5-zimmer-mit-kamin,https://www.ebay-kleinanzeigen.de/s-anzeige/eigentumswohnung-2-5-zimmer-mit-kamin/2153034439-196-3509
12619,Hellersdorf,349000,49.18,1.0,modernes-flexi-loft-mit-logenplatz-zum-garten,https://www.ebay-kleinanzeigen.de/s-anzeige/modernes-flexi-loft-mit-logenplatz-zum-garten/2017294260-196-3511
13503,Heiligensee,450000,107.3,3.5,vermietet-in-berlin-heiligensee-grosszuegige-4-raum-wohnung,https://www.ebay-kleinanzeigen.de/s-anzeige/vermietet-in-berlin-heiligensee-grosszuegige-4-raum-wohnung/2101155492-196-26758
10245,Friedrichshain,854000,105.32,3.0,dachgeschosstraum-friedrichshain-3-zimmer-mit-2-baedern-und-sued-terrasse-im-ruhigen-seitenfluegel-,https://www.ebay-kleinanzeigen.de/s-anzeige/dachgeschosstraum-friedrichshain-3-zimmer-mit-2-baedern-und-sued-terrasse-im-ruhigen-seitenfluegel-/2128109313-196-3352
10707,Wilmersdorf,549000,89.0,4.0,charmante-4-zimmerwohnung-in-begehrter-lage-unweit-ku-damm-vermietet,https://www.ebay-kleinanzeigen.de/s-anzeige/charmante-4-zimmerwohnung-in-begehrter-lage-unweit-ku-damm-vermietet/2101317066-196-3534
10715,Wilmersdorf,244000,53.0,2.0,kapitalanlage-in-bester-lage-zentral-und-dennoch-gruen-und-ruhig-,https://www.ebay-kleinanzeigen.de/s-anzeige/kapitalanlage-in-bester-lage-zentral-und-dennoch-gruen-und-ruhig-/2101604483-196-3537
10551,Mitte,485000,102.36,3.0,vermietete-helle-3-zimmer-wohnung-im-lebendigen-moabit,https://www.ebay-kleinanzeigen.de/s-anzeige/vermietete-helle-3-zimmer-wohnung-im-lebendigen-moabit/2045788138-196-9669
13089,Heinersdorf,460000,56.14,2.0,moderne-2-zimmer-wohnung-mit-west-terrasse-in-prenzlauer-berg,https://www.ebay-kleinanzeigen.de/s-anzeige/moderne-2-zimmer-wohnung-mit-west-terrasse-in-prenzlauer-berg/2017353758-196-26767
12557,Köpenick,439950,60.5,2.0,achterdeck-2-zimmerwohnung-mit-privatgarten-und-terrasse,https://www.ebay-kleinanzeigen.de/s-anzeige/achterdeck-2-zimmerwohnung-mit-privatgarten-und-terrasse/1898657635-196-3366
10559,Mitte,522995,95.09,3.0,grosse-3-zimmer-kapitalanlage-mit-balkon,https://www.ebay-kleinanzeigen.de/s-anzeige/grosse-3-zimmer-kapitalanlage-mit-balkon/2128486207-196-9673
10559,Mitte,321888,57.48,2.0,provisionsfrei-vermietet-2-zimmer-kapitalanlage-mit-balkon,https://www.ebay-kleinanzeigen.de/s-anzeige/provisionsfrei-vermietet-2-zimmer-kapitalanlage-mit-balkon/2128488105-196-9673
12163,Steglitz,450000,60.0,2.0,bezugsfreie-2-zimmerwohnung-mit-balkon-in-berlin-steglitz,https://www.ebay-kleinanzeigen.de/s-anzeige/bezugsfreie-2-zimmerwohnung-mit-balkon-in-berlin-steglitz/2127845762-196-3426
10243,Friedrichshain,489000,79.0,2.0,immoberlin-de-faszinierende-altbauwohnung-mit-ruhiger-terrasse-loftambiente-in-toplage,https://www.ebay-kleinanzeigen.de/s-anzeige/immoberlin-de-faszinierende-altbauwohnung-mit-ruhiger-terrasse-loftambiente-in-toplage/2152722716-196-3354
12524,Köpenick,529000,109.0,4.0,immoberlin-de-komfortable-wohnung-mit-ruhiger-suedwestloggia-nahe-wista-flughafen-ber,https://www.ebay-kleinanzeigen.de/s-anzeige/immoberlin-de-komfortable-wohnung-mit-ruhiger-suedwestloggia-nahe-wista-flughafen-ber/2045821908-196-3368
10707,Wilmersdorf,399999,56.0,3.0,als-kapitalanlage-oder-zur-selbstnutzung,https://www.ebay-kleinanzeigen.de/s-anzeige/als-kapitalanlage-oder-zur-selbstnutzung/2128278893-196-3534
14193,Dahlem,995000,117.29,3.0,exklusive-wohnkultur-im-vornehmen-schmargendorf-grunewald,https://www.ebay-kleinanzeigen.de/s-anzeige/exklusive-wohnkultur-im-vornehmen-schmargendorf-grunewald/2152460392-196-24192
14057,Charlottenburg,1056000,104.0,2.0,top-sanierte-altbau-wohnung-mit-balkon-und-blick-auf-den-lietzensee-und-den-park,https://www.ebay-kleinanzeigen.de/s-anzeige/top-sanierte-altbau-wohnung-mit-balkon-und-blick-auf-den-lietzensee-und-den-park/2100750412-196-3336
10439,Prenzlauer,717000,111.0,3.0,3-zimmer-wohnung-mit-2-balkons-und-badewanne-in-sehr-beliebter-lage,https://www.ebay-kleinanzeigen.de/s-anzeige/3-zimmer-wohnung-mit-2-balkons-und-badewanne-in-sehr-beliebter-lage/2045092400-196-3490
12159,Schöneberg,561220,102.04,3.0,provisionsfrei-vermietet-grosszuegige-wohnung-mit-balkon-und-terrasse,https://www.ebay-kleinanzeigen.de/s-anzeige/provisionsfrei-vermietet-grosszuegige-wohnung-mit-balkon-und-terrasse/2127140592-196-9649
14197,Wilmersdorf,814000,90.03,3.0,3-zimmer-wohnung-mit-balkon-und-loggia,https://www.ebay-kleinanzeigen.de/s-anzeige/3-zimmer-wohnung-mit-balkon-und-loggia/1700343255-196-3542
14197,Wilmersdorf,644000,78.34,3.0,neubau-erdgeschosswohnung-mit-terrasse-und-grosszuegigem-grundriss,https://www.ebay-kleinanzeigen.de/s-anzeige/neubau-erdgeschosswohnung-mit-terrasse-und-grosszuegigem-grundriss/1700362695-196-3542
12047,Neukölln,636025,97.85,3.0,mit-balkon-3-zimmern-kapitalanlage-in-beliebter-weserstrasse,https://www.ebay-kleinanzeigen.de/s-anzeige/mit-balkon-3-zimmern-kapitalanlage-in-beliebter-weserstrasse/2127089997-196-3395
14197,Wilmersdorf,847000,89.82,3.0,3-zimmer-wohnung-mit-2-loggien,https://www.ebay-kleinanzeigen.de/s-anzeige/3-zimmer-wohnung-mit-2-loggien/1700377063-196-3542
12047,Neukölln,339170,52.18,2.0,2-zimmer-kapitalanlage-im-begehrten-reuterkiez,https://www.ebay-kleinanzeigen.de/s-anzeige/2-zimmer-kapitalanlage-im-begehrten-reuterkiez/2127088269-196-3395
12049,Neukölln,516264,92.19,3.0,komfortable-3-zimmer-wohnung-im-3-obergeschoss,https://www.ebay-kleinanzeigen.de/s-anzeige/komfortable-3-zimmer-wohnung-im-3-obergeschoss/2127115138-196-3396
14197,Wilmersdorf,681000,72.05,3.0,3-zimmer-wohnung-mit-balkon-ideal-fuer-paare-und-familien,https://www.ebay-kleinanzeigen.de/s-anzeige/3-zimmer-wohnung-mit-balkon-ideal-fuer-paare-und-familien/1700327987-196-3542
14197,Wilmersdorf,939000,94.34,3.0,3-zimmer-domizil-im-erdgeschoss-mit-terrasse,https://www.ebay-kleinanzeigen.de/s-anzeige/3-zimmer-domizil-im-erdgeschoss-mit-terrasse/1700369491-196-3542
12159,Schöneberg,568260,103.32,3.0,provisionsfrei-vermietet-attraktive-anlage-im-lichtdurchfluteten-dachgeschoss,https://www.ebay-kleinanzeigen.de/s-anzeige/provisionsfrei-vermietet-attraktive-anlage-im-lichtdurchfluteten-dachgeschoss/2127122283-196-9649
12555,Köpenick,467000,88.17,3.0,balkon-und-tageslichtbad-sonnige-3-zimmer-wohnung-mit-einbaukueche-und-echtholz-parkett,https://www.ebay-kleinanzeigen.de/s-anzeige/balkon-und-tageslichtbad-sonnige-3-zimmer-wohnung-mit-einbaukueche-und-echtholz-parkett/2127176430-196-3365
10963,Kreuzberg,749000,95.0,3.0,neuer-kp-exklusive-3-zi-wohnung-mit-zwei-privatgaerten-in-bester-kiezlage-dicht-potsdamer-platz-,https://www.ebay-kleinanzeigen.de/s-anzeige/neuer-kp-exklusive-3-zi-wohnung-mit-zwei-privatgaerten-in-bester-kiezlage-dicht-potsdamer-platz-/1700471209-196-3376
12053,Neukölln,349000,78.85,2.0,traumhafte-altbauwohnung-im-reuterkiez,https://www.ebay-kleinanzeigen.de/s-anzeige/traumhafte-altbauwohnung-im-reuterkiez/2100333316-196-3391
10249,Friedrichshain,315000,51.96,2.0,vermietete-eigentumswohnung-in-zentraler-citylage-,https://www.ebay-kleinanzeigen.de/s-anzeige/vermietete-eigentumswohnung-in-zentraler-citylage-/2045191529-196-3351
13465,Reinickendorf,295000,58.42,2.0,hermsdorf-ansprechende-erdgeschosswohnung-mit-idyllischem-suedgarten-terrasse-u-kfz-stellplatz,https://www.ebay-kleinanzeigen.de/s-anzeige/hermsdorf-ansprechende-erdgeschosswohnung-mit-idyllischem-suedgarten-terrasse-u-kfz-stellplatz/2127275508-196-3454
12161,Friedenau,339000,77.02,2.0,vermieteter-altbau-mit-loggia-in-friedenau,https://www.ebay-kleinanzeigen.de/s-anzeige/vermieteter-altbau-mit-loggia-in-friedenau/1236495951-196-17084
13357,Mitte,199991,43.0,1.0,hell-und-ruhig-naehe-bahnhof-gesundbrunnen,https://www.ebay-kleinanzeigen.de/s-anzeige/hell-und-ruhig-naehe-bahnhof-gesundbrunnen/2100610725-196-9677
12157,Steglitz,399000,86.86,3.5,vermieteter-altbau-mit-loggia-naehe-feuerbachstrasse,https://www.ebay-kleinanzeigen.de/s-anzeige/vermieteter-altbau-mit-loggia-naehe-feuerbachstrasse/2127149211-196-3422
12435,Treptow,379900,45.21,1.5,saniertes-2-zimmer-refugium-zum-selbstbezug-in-attraktivem-alt-treptow,https://www.ebay-kleinanzeigen.de/s-anzeige/saniertes-2-zimmer-refugium-zum-selbstbezug-in-attraktivem-alt-treptow/2100663370-196-3480
10315,Lichtenberg,309900,76.34,2.0,wohneigentum-mit-blick-ins-gruene-vermietete-2-zimmerwohnung-in-berlin-lichtenberg,https://www.ebay-kleinanzeigen.de/s-anzeige/wohneigentum-mit-blick-ins-gruene-vermietete-2-zimmerwohnung-in-berlin-lichtenberg/1957993096-196-3544
12103,Tempelhof,643200,96.0,3.0,dachgeschosswohnung-erstbezug-tempelhof,https://www.ebay-kleinanzeigen.de/s-anzeige/dachgeschosswohnung-erstbezug-tempelhof/1958035988-196-3405
14169,Lichterfelde,239500,55.0,2.0,eigentumswohnung-mit-balkon-in-ruhiger-lage-zwischen-steglitz-und-zehlendorf-als-zukunftsinvestition,https://www.ebay-kleinanzeigen.de/s-anzeige/eigentumswohnung-mit-balkon-in-ruhiger-lage-zwischen-steglitz-und-zehlendorf-als-zukunftsinvestition/2127198332-196-25904
12163,Steglitz,990000,96.0,3.0,altbaujuwel-in-erstklassiger-wohnlage,https://www.ebay-kleinanzeigen.de/s-anzeige/altbaujuwel-in-erstklassiger-wohnlage/2127301357-196-3426
13189,Pankow,240000,72.0,2.5,etagenwohnung-in-13189-berlin-trelleborger-str-,https://www.ebay-kleinanzeigen.de/s-anzeige/etagenwohnung-in-13189-berlin-trelleborger-str-/2152366212-196-3472
12157,Steglitz,449000,94.0,3.0,steglitzer-dach-mit-suedterrasse-2-24-rendite-sonnig-freundlich-ruhig,https://www.ebay-kleinanzeigen.de/s-anzeige/steglitzer-dach-mit-suedterrasse-2-24-rendite-sonnig-freundlich-ruhig/2152365769-196-3422
13469,Reinickendorf,219000,71.0,2.0,erdgeschosswohnung-in-13469-berlin-zabel-krueger-damm,https://www.ebay-kleinanzeigen.de/s-anzeige/erdgeschosswohnung-in-13469-berlin-zabel-krueger-damm/2152365318-196-3456
14052,Charlottenburg,320000,77.0,3.0,immoberlin-de-helle-vermietete-wohnung-nahe-olympiastadion-topinvestment-in-westend,https://www.ebay-kleinanzeigen.de/s-anzeige/immoberlin-de-helle-vermietete-wohnung-nahe-olympiastadion-topinvestment-in-westend/2100461959-196-3339
14197,Wilmersdorf,991000,115.21,4.0,familientraum-mit-4-zimmern-und-2-loggien,https://www.ebay-kleinanzeigen.de/s-anzeige/familientraum-mit-4-zimmern-und-2-loggien/1700575121-196-3542
10317,Lichtenberg,275000,57.5,2.0,-provisionsfrei-gut-geschnittene-2-zimmer-wohnung-mit-balkon-vermietet,https://www.ebay-kleinanzeigen.de/s-anzeige/-provisionsfrei-gut-geschnittene-2-zimmer-wohnung-mit-balkon-vermietet/2016431623-196-9684
13589,Spandau,420000,75.0,3.0,mitten-im-gruenen-und-beliebten-radeland-spandauer-forst-und-havel-lassen-gruessen,https://www.ebay-kleinanzeigen.de/s-anzeige/mitten-im-gruenen-und-beliebten-radeland-spandauer-forst-und-havel-lassen-gruessen/2127124413-196-3437
14109,Zehlendorf,641500,98.58,3.0,bezugsfreie-wunderschoene-maisonette-mit-wintergarten-in-top-lage-in-berlin-wannsee,https://www.ebay-kleinanzeigen.de/s-anzeige/bezugsfreie-wunderschoene-maisonette-mit-wintergarten-in-top-lage-in-berlin-wannsee/2016258866-196-3531
12557,Köpenick,899500,121.4,5.0,lichtdurchflutete-5-zimmer-wohnung-mit-2-grossen-balkonen-provisionsfrei,https://www.ebay-kleinanzeigen.de/s-anzeige/lichtdurchflutete-5-zimmer-wohnung-mit-2-grossen-balkonen-provisionsfrei/1843872990-196-3366
14050,Westend,425000,68.0,3.0,neu-westend-ruhige-und-gepflegte-3-zimmer-wohnung-mit-loggia-zum-wohlfuehlen,https://www.ebay-kleinanzeigen.de/s-anzeige/neu-westend-ruhige-und-gepflegte-3-zimmer-wohnung-mit-loggia-zum-wohlfuehlen/2152324981-196-25907
13585,Spandau,375000,88.25,2.5,spandauer-buergerhaus-wohnung-zum-wohlfuehlen-2-5-zimmer-hohe-raeume-stuck-balkon,https://www.ebay-kleinanzeigen.de/s-anzeige/spandauer-buergerhaus-wohnung-zum-wohlfuehlen-2-5-zimmer-hohe-raeume-stuck-balkon/2152307399-196-3438
14197,Wilmersdorf,859000,69.63,2.0,dachgeschoss-traum-mit-2-zimmern-und-2-terrassen,https://www.ebay-kleinanzeigen.de/s-anzeige/dachgeschoss-traum-mit-2-zimmern-und-2-terrassen/1700279344-196-3542
13407,Reinickendorf,221000,54.65,2.0,attraktives-investment-vermietete-wohnung-mit-balkon-in-aufstrebendem-kiez,https://www.ebay-kleinanzeigen.de/s-anzeige/attraktives-investment-vermietete-wohnung-mit-balkon-in-aufstrebendem-kiez/2016115917-196-3460
13351,Reinickendorf,400500,87.0,3.0,-eigentuemer-verkauft-diese-wohnung-in-der-naehe-vom-park-rehberge-,https://www.ebay-kleinanzeigen.de/s-anzeige/-eigentuemer-verkauft-diese-wohnung-in-der-naehe-vom-park-rehberge-/2152265239-196-3463
14197,Wilmersdorf,949000,100.64,3.0,3-zimmer-wohnung-ideal-fuer-familien-und-home-office,https://www.ebay-kleinanzeigen.de/s-anzeige/3-zimmer-wohnung-ideal-fuer-familien-und-home-office/1700296945-196-3542
14197,Wilmersdorf,779000,90.4,3.0,grosszuegige-3-zimmer-neubauwohnung-mit-2-balkonen,https://www.ebay-kleinanzeigen.de/s-anzeige/grosszuegige-3-zimmer-neubauwohnung-mit-2-balkonen/1700403935-196-3542
12107,Tempelhof,430000,89.53,3.0,-tolles-anlageobjekt-inkl-stellplatz-in-mariendorf-unweit-britzer-garten-,https://www.ebay-kleinanzeigen.de/s-anzeige/-tolles-anlageobjekt-inkl-stellplatz-in-mariendorf-unweit-britzer-garten-/2152166159-196-3407
12045,Neukölln,270000,53.0,2.0,bezugsfrei-2-zimmerwohnung-am-puls-des-lebens-in-guter-lage-von-neukoelln,https://www.ebay-kleinanzeigen.de/s-anzeige/bezugsfrei-2-zimmerwohnung-am-puls-des-lebens-in-guter-lage-von-neukoelln/2152105137-196-3397
12683,Hellersdorf,299000,54.0,2.0,lichtdurchflutete-2-zimmer-wohnung-mit-terrasse-und-garten-mit-erbpacht,https://www.ebay-kleinanzeigen.de/s-anzeige/lichtdurchflutete-2-zimmer-wohnung-mit-terrasse-und-garten-mit-erbpacht/2152095222-196-3516
10785,Tiergarten,1099000,114.0,3.0,immoberlin-de-faszinierende-wohnung-mit-suedbalkon-traumaussichten-in-toplage-nahe-potsdamer-platz,https://www.ebay-kleinanzeigen.de/s-anzeige/immoberlin-de-faszinierende-wohnung-mit-suedbalkon-traumaussichten-in-toplage-nahe-potsdamer-platz/2152067260-196-3498
10557,Mitte,379000,52.94,2.0,zentral-gelegene-zweizimmerwohnung-zur-selbstnutzung-,https://www.ebay-kleinanzeigen.de/s-anzeige/zentral-gelegene-zweizimmerwohnung-zur-selbstnutzung-/2152059585-196-9672
12524,Köpenick,369000,74.0,3.0,attraktive-kapitalanlage-naehe-technologiepark-adlershof-dg-wohnung-mit-terrasse-und-tg-stellplatz,https://www.ebay-kleinanzeigen.de/s-anzeige/attraktive-kapitalanlage-naehe-technologiepark-adlershof-dg-wohnung-mit-terrasse-und-tg-stellplatz/2152034196-196-3368
12059,Neukölln,280000,58.0,2.0,eigentumswohnung-hausgeld-betraegt-nur-205-,https://www.ebay-kleinanzeigen.de/s-anzeige/eigentumswohnung-hausgeld-betraegt-nur-205-/2131421635-196-3394
10437,Prenzlauer,730000,90.0,3.0,helmholzkiez-3-zimmer-oase-gartenhaus-3-og-2-balkone-aufzug,https://www.ebay-kleinanzeigen.de/s-anzeige/helmholzkiez-3-zimmer-oase-gartenhaus-3-og-2-balkone-aufzug/2151979783-196-3491
14169,Zehlendorf,349000,67.91,3.0,kapitalanlage-in-berlin-zehlendorf-3-zimmer-wohnung-im-hochparterre-mit-eigenem-garten,https://www.ebay-kleinanzeigen.de/s-anzeige/kapitalanlage-in-berlin-zehlendorf-3-zimmer-wohnung-im-hochparterre-mit-eigenem-garten/2151978333-196-3529
12439,Köpenick,214000,51.5,2.0,provisios-und-bezugsfreie-wohnung-in-spreenaehe,https://www.ebay-kleinanzeigen.de/s-anzeige/provisios-und-bezugsfreie-wohnung-in-spreenaehe/2151952491-196-3361
13407,Reinickendorf,277000,70.0,3.0,bezugsfreie-3-zimmerwohnung-in-ruhiger-zentraler-lage-mit-westbalkon,https://www.ebay-kleinanzeigen.de/s-anzeige/bezugsfreie-3-zimmerwohnung-in-ruhiger-zentraler-lage-mit-westbalkon/2151945498-196-3460
10823,Schöneberg,499000,84.0,2.5,investment-im-akazienkiez,https://www.ebay-kleinanzeigen.de/s-anzeige/investment-im-akazienkiez/2151938127-196-3448
10823,Schöneberg,350000,59.0,2.0,helle-kapitalanlage-im-beliebten-akazienkiez,https://www.ebay-kleinanzeigen.de/s-anzeige/helle-kapitalanlage-im-beliebten-akazienkiez/2151937789-196-3448
10625,Charlottenburg,458000,80.0,2.0,vermietete-wohnung-in-ku-damm-naehe,https://www.ebay-kleinanzeigen.de/s-anzeige/vermietete-wohnung-in-ku-damm-naehe/2151931663-196-3342
10587,Charlottenburg,389900,66.0,2.0,lebensqualitaet-in-charlottenburg-die-eigenen-vier-waende-in-begehrter-lage,https://www.ebay-kleinanzeigen.de/s-anzeige/lebensqualitaet-in-charlottenburg-die-eigenen-vier-waende-in-begehrter-lage/2151884384-196-3346
12205,Lichterfelde,315000,58.26,2.0,helle-2-zimmer-eigentumswohnung-mit-balkon-in-lichterfelde-west,https://www.ebay-kleinanzeigen.de/s-anzeige/helle-2-zimmer-eigentumswohnung-mit-balkon-in-lichterfelde-west/2151846549-196-25898
10709,Wilmersdorf,349900,56.06,2.0,achtung-teilsanierte-2-raum-wohnung-in-direkter-naehe-zum-kurfuerstendamm-zu-verkaufen-,https://www.ebay-kleinanzeigen.de/s-anzeige/achtung-teilsanierte-2-raum-wohnung-in-direkter-naehe-zum-kurfuerstendamm-zu-verkaufen-/2127322796-196-3535
14197,Wilmersdorf,819000,89.81,3.0,3-zimmer-wohnung-mit-2-loggien,https://www.ebay-kleinanzeigen.de/s-anzeige/3-zimmer-wohnung-mit-2-loggien/1700325082-196-3542
