plz,stadtteil,preis,groesse,zimmer,a_name,link
12203,Lichterfelde,1246800.0,128.02,3.0,living-lichterfelde-moderne-3-zimmer-wohnung-mit-dachterrasse,https://www.ebay-kleinanzeigen.de/s-anzeige/living-lichterfelde-moderne-3-zimmer-wohnung-mit-dachterrasse/1769346295-196-25903
12683,Biesdorf,540000.0,74.18,2.0,eigentumswohnung-im-dachgeschoss-perfekt-fuer-paare-provisionsfrei-,https://www.ebay-kleinanzeigen.de/s-anzeige/eigentumswohnung-im-dachgeschoss-perfekt-fuer-paare-provisionsfrei-/1900852475-196-19394
10587,Charlottenburg,210000.0,49.5,1.0,vermietetes-1-zimmer-apartment-in-charlottenburg-als-kapitalanlage,https://www.ebay-kleinanzeigen.de/s-anzeige/vermietetes-1-zimmer-apartment-in-charlottenburg-als-kapitalanlage/2103285511-196-3346
13088,Weissensee,249000.0,65.62,2.0,wohnung-zur-kapitalanlage-in-berlin-weissensee-,https://www.ebay-kleinanzeigen.de/s-anzeige/wohnung-zur-kapitalanlage-in-berlin-weissensee-/2102848568-196-3477
10777,Schöneberg,400000.0,85.0,3.0,vermietete-3-zimmer-erdgeschosswohnung-in-bester-lage-berlin-city-west-mit-stellplatz,https://www.ebay-kleinanzeigen.de/s-anzeige/vermietete-3-zimmer-erdgeschosswohnung-in-bester-lage-berlin-city-west-mit-stellplatz/2019237365-196-9644
10119,Mitte,695000.0,75.0,3.0,immoberlin-de-exzellent-sanierte-altbauwohnung-mit-ruhigem-suedbalkon-lift-beim-volkspark-am-weinberg,https://www.ebay-kleinanzeigen.de/s-anzeige/immoberlin-de-exzellent-sanierte-altbauwohnung-mit-ruhigem-suedbalkon-lift-beim-volkspark-am-weinberg/2077305270-196-3519
10365,Lichtenberg,415404.0,94.41,3.0,vermietete-3-zimmer-wohnung-mit-idealem-grundriss,https://www.ebay-kleinanzeigen.de/s-anzeige/vermietete-3-zimmer-wohnung-mit-idealem-grundriss/1900805466-196-3545
10245,Friedrichshain,215000.0,36.07,1.0,frei-toplage-1-zimmer-wohnung-im-simon-dach-kiez,https://www.ebay-kleinanzeigen.de/s-anzeige/frei-toplage-1-zimmer-wohnung-im-simon-dach-kiez/2154527721-196-3352
10439,Prenzlauer,270000.0,54.58,2.0,vermietete-eigentumswohnung-im-skandinavischen-viertel-,https://www.ebay-kleinanzeigen.de/s-anzeige/vermietete-eigentumswohnung-im-skandinavischen-viertel-/1822091285-196-3490
12557,Köpenick,379950.0,50.5,2.0,provisionsfreie-stadtwohnung-am-wasser-mit-suedwest-balkon,https://www.ebay-kleinanzeigen.de/s-anzeige/provisionsfreie-stadtwohnung-am-wasser-mit-suedwest-balkon/1669721782-196-3366
12527,Köpenick,595000.0,74.0,2.0,terrassenliebling-mit-exklusivem-wasserblick-gruenau-mein-zuhause,https://www.ebay-kleinanzeigen.de/s-anzeige/terrassenliebling-mit-exklusivem-wasserblick-gruenau-mein-zuhause/2154509782-196-3370
10787,Tiergarten,730000.0,95.55,3.0,fantastische-3-zimmer-wohnung-am-kadewe-fantastic-2-bedroom-apartment-at-kadewe,https://www.ebay-kleinanzeigen.de/s-anzeige/fantastische-3-zimmer-wohnung-am-kadewe-fantastic-2-bedroom-apartment-at-kadewe/1822391207-196-3499
10365,Lichtenberg,151700.0,35.54,1.0,vermiete-1-zimmer-wohnung-mit-balkon,https://www.ebay-kleinanzeigen.de/s-anzeige/vermiete-1-zimmer-wohnung-mit-balkon/1900835170-196-3545
